,Kateqoriya,Sah?,Ç?xar??,T?mir,Otaq Say?,Rayon,Q?s?b?,Elan ID,Qiym?t,Elan Sahibi,?poteka,Elan Linki,Enine Koordinat,Uzununa Koordinat,Evin M?rt?b?si,Ümumi M?rt?b? Say?
1999,Yeni tikili,83,yoxdur,var,2,Xalqlar Dostlu?u m.,Nizami r.,5337963,174000,vasit?çi (agent),Yoxdur,https://bina.az/items/5337963,40.40082025,49.95949745,9,17
2000,Köhn? tikili,75,var,var,3,Memar ?c?mi m.,N?simi r.,5322848,176000,vasit?çi (agent),Yoxdur,https://bina.az/items/5322848,40.41363871,49.8040732,2,5
2001,Köhn? tikili,65,var,var,2,Yasamal r.,Yeni Yasamal q.,5377119,164000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377119,40.39284279,49.79078864,8,9
2002,Köhn? tikili,70,var,var,3,Azadl?q Prospekti m.,Bin?q?di r.,5198605,157000,vasit?çi (agent),Yoxdur,https://bina.az/items/5198605,40.42686597,49.84900361,5,5
2003,Yeni tikili,68,var,var,2,Yasamal r.,Yeni Yasamal q.,5307450,157000,mülkiyy?tçi,var,https://bina.az/items/5307450,40.38979293,49.79006071,14,19
2004,Yeni tikili,57,yoxdur,var,2,Neftçil?r m.,Qara Qarayev m.,5270094,157000,vasit?çi (agent),Yoxdur,https://bina.az/items/5270094,40.41496483,49.9448934,2,16
2005,Köhn? tikili,85,var,var,2,Bin?q?di r.,8-ci mikrorayon q.,5361608,175000,vasit?çi (agent),var,https://bina.az/items/5361608,40.41596959,49.84061761,9,13
2006,Köhn? tikili,58,yoxdur,var,2,R?ssaml?q Akademiyas?,Montin bazar?,4828651,180000,mülkiyy?tçi,Yoxdur,https://bina.az/items/4828651,40.3974623,49.87562238,1,5
2007,Köhn? tikili,70,var,var,3,Sabunçu r.,Bak?xanov q.,5278049,170000,vasit?çi (agent),var,https://bina.az/items/5278049,40.41170135,49.96898762,6,9
2008,Yeni tikili,74,yoxdur,var,3,Qara Qarayev m.,Nizami r.,4723948,165000,vasit?çi (agent),Yoxdur,https://bina.az/items/4723948,40.4182508,49.93477015,7,11
2009,Köhn? tikili,75,var,var,3,H?zi Aslanov m.,X?tai r.,5377091,168000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377091,40.36394836,49.95479509,6,9
2010,Yeni tikili,55,var,var,2,Grand Hayat Residence,N?simi r.,5152897,178000,vasit?çi (agent),var,https://bina.az/items/5152897,40.39201202,49.81514125,10,13
2011,Köhn? tikili,90,var,var,3,S?bail r.,Badamdar q.,5161335,170000,vasit?çi (agent),Yoxdur,https://bina.az/items/5161335,40.35667102,49.81025901,9,9
2012,Köhn? tikili,100,var,var,3,9-cu mikrorayon q.,Bin?q?di r.,5353138,178000,vasit?çi (agent),var,https://bina.az/items/5353138,40.42412028,49.81265972,1,9
2013,Yeni tikili,85,var,var,2,Ukrayna dair?si,?hm?dli m.,5363567,175000,vasit?çi (agent),var,https://bina.az/items/5363567,40.37853235,49.9593845,5,16
2014,Köhn? tikili,85,var,var,3,Elml?r Akademiyas? m.,Hüseyn Cavid park?,5357357,162000,vasit?çi (agent),Yoxdur,https://bina.az/items/5357357,40.37509182,49.81505871,1,5
2015,Yeni tikili,99,var,var,3,?n?aatç?lar m.,Yasamal r.,5362135,175111,vasit?çi (agent),var,https://bina.az/items/5362135,40.39119342,49.7928571,9,19
2016,Yeni tikili,80,var,var,3,?n?aatç?lar m.,Yasamal r.,5053869,175000,vasit?çi (agent),Yoxdur,https://bina.az/items/5053869,40.39050309,49.79420803,16,17
2017,Yeni tikili,90,var,var,2,Melissa Park,20 Yanvar m.,5377018,180000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377018,40.39983581,49.80364858,2,16
2018,Yeni tikili,77,var,var,2,?n?aatç?lar m.,Yasamal r.,5377013,170000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377013,40.39171204,49.79697411,5,17
2019,Yeni tikili,81,var,var,2,Yasamal r.,Yeni Yasamal q.,5376984,162000,mülkiyy?tçi,var,https://bina.az/items/5376984,40.39030205,49.78977668,9,10
2020,Yeni tikili,95,var,var,3,Yasamal r.,Yeni Yasamal q.,5376969,169000,vasit?çi (agent),Yoxdur,https://bina.az/items/5376969,40.39021042,49.78811507,3,12
2021,Yeni tikili,75,var,var,2,['N?rimanov r.'],Yoxdur,5373295,200000,vasit?çi (agent),var,https://bina.az/items/5373295,40.39978385,49.88230515,12,19
2022,Köhn? tikili,50,var,var,2,Elml?r Akademiyas? m.,Yasamal r.,5169475,200000,vasit?çi (agent),Yoxdur,https://bina.az/items/5169475,40.379828,49.808782,3,4
2023,Yeni tikili,56,var,var,2,?ah ?smay?l X?tai m.,X?tai r.,5313788,187000,vasit?çi (agent),var,https://bina.az/items/5313788,40.38505501,49.87257901,7,13
2024,Köhn? tikili,80,var,var,3,20 Yanvar m.,Yasamal r.,5126594,185000,vasit?çi (agent),var,https://bina.az/items/5126594,40.40167412,49.80166298,7,9
2025,Yeni tikili,90,yoxdur,var,3,Yasamal r.,Yasamal q.,4946848,185456,Ya?ay?? Kompleksi,var,https://bina.az/items/4946848,40.40081506,49.80076,8,14
2026,Yeni tikili,60,var,var,3,D?rn?gül m.,Bin?q?di r.,5379776,187000,vasit?çi (agent),var,https://bina.az/items/5379776,40.42510278,49.86146208,10,16
2027,Yeni tikili,95,yoxdur,var,3,Yasamal r.,Yasamal q.,4947001,193800,Ya?ay?? Kompleksi,var,https://bina.az/items/4947001,40.40086742,49.80056778,7,14
2028,Köhn? tikili,55,var,var,2,Elml?r Akademiyas? m.,?nc?s?n?t v? M?d?niyy?t Un.,5272059,165000,vasit?çi (agent),Yoxdur,https://bina.az/items/5272059,40.37666009,49.81723475,1,5
2029,Köhn? tikili,55,var,var,2,N?rimanov heyk?li,Sovetski,5252396,165000,vasit?çi (agent),var,https://bina.az/items/5252396,40.36712612,49.82337455,7,7
2030,Köhn? tikili,80,var,var,3,?hm?dli m.,X?tai r.,5379762,165000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379762,40.38729735,49.95569378,2,9
2031,Köhn? tikili,120,var,var,5,Nizami r.,8-ci kilometr q.,5379759,200000,vasit?çi (agent),var,https://bina.az/items/5379759,40.40805214,49.95713897,6,9
2032,Yeni tikili,90,var,var,2,H?zi Aslanov m.,X?tai r.,5319391,175000,vasit?çi (agent),Yoxdur,https://bina.az/items/5319391,40.37153009,49.95296567,15,19
2033,Yeni tikili,98,var,var,3,Yasamal r.,Yeni Yasamal q.,5214870,184000,vasit?çi (agent),var,https://bina.az/items/5214870,40.39831674,49.79821789,13,17
2034,Yeni tikili,56,yoxdur,var,2,Dövl?t Statistika Komit?si,?nc?s?n?t v? M?d?niyy?t Un.,5109038,183000,vasit?çi (agent),Yoxdur,https://bina.az/items/5109038,40.38244946,49.82088337,11,12
2035,Köhn? tikili,51,var,var,2,Dövl?t Statistika Komit?si,?zmir park?,5379742,160000,vasit?çi (agent),var,https://bina.az/items/5379742,40.38494408,49.82142765,2,5
2036,Yeni tikili,51,yoxdur,var,2,Bak? Slavyan Universiteti,Az?rbaycan Dill?r Universiteti,5108024,185000,vasit?çi (agent),Yoxdur,https://bina.az/items/5108024,40.38484555,49.84515507,15,17
2037,Yeni tikili,75,var,var,2,?n?aatç?lar m.,Yasamal r.,5254863,165000,vasit?çi (agent),Yoxdur,https://bina.az/items/5254863,40.394,49.795,2,18
2038,Köhn? tikili,120,var,var,4,Suraxan? r.,Suraxan? q.,5238350,160000,vasit?çi (agent),var,https://bina.az/items/5238350,40.36722851,49.97678518,9,9
2039,Köhn? tikili,75,var,var,3,R?ssaml?q Akademiyas?,Montin bazar?,5282717,190000,vasit?çi (agent),Yoxdur,https://bina.az/items/5282717,40.39829614,49.87692873,5,5
2040,Yeni tikili,135,var,yoxdur,3,?hm?dli m.,X?tai r.,5306139,188000,vasit?çi (agent),var,https://bina.az/items/5306139,40.38525882,49.95384693,11,17
2041,Yeni tikili,68,var,var,2,?n?aatç?lar m.,Yasamal r.,5366126,185000,vasit?çi (agent),Yoxdur,https://bina.az/items/5366126,40.39688476,49.80185789,6,19
2042,Yeni tikili,73,yoxdur,yoxdur,1,Zoopark,Dostluq kinoteatr?,5315706,192000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5315706,40.38805488,49.84647915,3,17
2043,Yeni tikili,80,var,var,2,N?riman N?rimanov m.,N?rimanov r.,5243105,200000,vasit?çi (agent),Yoxdur,https://bina.az/items/5243105,40.40036141,49.88072227,12,19
2044,Yeni tikili,130,yoxdur,var,3,Yasamal r.,Yasamal q.,5266996,185000,vasit?çi (agent),Yoxdur,https://bina.az/items/5266996,40.41303998,49.80146173,20,22
2045,Yeni tikili,63,yoxdur,var,3,Neftçil?r m.,Nizami r.,5379713,165000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379713,40.41015002,49.94353481,14,14
2046,Köhn? tikili,70,var,var,2,['Yasamal r.'],Yoxdur,5379706,165000,vasit?çi (agent),var,https://bina.az/items/5379706,40.37643558,49.79615347,5,9
2047,Yeni tikili,55,var,var,2,H?zi Aslanov m.,X?tai r.,5379702,163000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379702,40.37279473,49.96241079,6,15
2048,Yeni tikili,70,var,var,2,Ukrayna dair?si,H?zi Aslanov m.,5302213,164000,vasit?çi (agent),Yoxdur,https://bina.az/items/5302213,40.37703313,49.95242105,9,14
2049,Yeni tikili,78,var,yoxdur,2,H?zi Aslanov m.,X?tai r.,5302356,167000,vasit?çi (agent),Yoxdur,https://bina.az/items/5302356,40.37144058,49.94464588,17,21
2050,Yeni tikili,91,var,var,2,['X?tai r.'],Yoxdur,4969142,189000,mülkiyy?tçi,Yoxdur,https://bina.az/items/4969142,40.36313161,49.95039568,9,10
2051,Köhn? tikili,68,var,var,2,Port Baku,Crescent Bay,5329278,200000,vasit?çi (agent),Yoxdur,https://bina.az/items/5329278,40.37651088,49.85869952,8,14
2052,Yeni tikili,70,yoxdur,var,2,Memarl?q v? ?n?aat Universiteti,Bak? Dövl?t Universiteti,5360686,175000,vasit?çi (agent),Yoxdur,https://bina.az/items/5360686,40.36896513,49.80935536,5,17
2053,Köhn? tikili,50,var,var,2,Space TV,?ç?ri ??h?r m.,5379686,160000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379686,40.36311861,49.821039,1,5
2054,Yeni tikili,70,var,var,2,['Yasamal r.'],Yoxdur,5379685,165000,vasit?çi (agent),var,https://bina.az/items/5379685,40.37641379,49.79612155,5,9
2055,Yeni tikili,56,yoxdur,yoxdur,1,Sabunçu r.,Nardaran q.,5379679,175000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379679,40.56995669,49.9406238,6,7
2056,Yeni tikili,85,var,var,2,H?zi Aslanov m.,X?tai r.,5338856,193000,vasit?çi (agent),var,https://bina.az/items/5338856,40.37311751,49.94968563,13,17
2057,Köhn? tikili,80,var,var,3,Neftçil?r m.,Nizami r.,5379659,200000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379659,40.40392749,49.95162618,6,9
2058,Yeni tikili,75,var,var,2,Ukrayna dair?si,H?zi Aslanov m.,5379666,177000,vasit?çi (agent),var,https://bina.az/items/5379666,40.37573303,49.95526463,5,17
2059,Yeni tikili,80,yoxdur,var,3,Neftçil?r m.,Nizami r.,5376151,180000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5376151,40.4107382,49.9384708,2,5
2060,Köhn? tikili,74,var,var,3,?n?aatç?lar m.,Yasamal r.,5339922,175000,vasit?çi (agent),var,https://bina.az/items/5339922,40.394,49.795,6,9
2061,Yeni tikili,65,yoxdur,var,2,['Bin?q?di r.'],Yoxdur,4640689,185000,vasit?çi (agent),Yoxdur,https://bina.az/items/4640689,40.41308455,49.83793296,10,16
2062,Köhn? tikili,50,var,var,2,F?vvar?l?r meydan?,Xalça Muzeyi,5217149,190000,vasit?çi (agent),Yoxdur,https://bina.az/items/5217149,40.3713115,49.84027147,1,2
2063,Yeni tikili,70,var,var,2,20 Yanvar m.,Yasamal r.,5288381,195000,vasit?çi (agent),var,https://bina.az/items/5288381,40.39683784,49.80888963,6,16
2064,Yeni tikili,76,var,var,2,H?zi Aslanov m.,X?tai r.,5335490,177000,vasit?çi (agent),var,https://bina.az/items/5335490,40.37398318,49.9431418,10,18
2065,Köhn? tikili,75,var,var,3,Space TV,Texniki Universiteti,5116247,185000,vasit?çi (agent),Yoxdur,https://bina.az/items/5116247,40.36636904,49.81664397,4,5
2066,Yeni tikili,60,yoxdur,var,2,T?hsil Nazirliyi,G?nclik m.,5379627,193000,vasit?çi (agent),var,https://bina.az/items/5379627,40.39305285,49.85804217,8,11
2067,Köhn? tikili,90,var,var,3,X?tai r.,Köhn? Gün??li q.,5347990,163000,vasit?çi (agent),var,https://bina.az/items/5347990,40.36369678,49.96045673,3,9
2068,Köhn? tikili,80,var,var,3,H?zi Aslanov m.,X?tai r.,5246703,180000,vasit?çi (agent),Yoxdur,https://bina.az/items/5246703,40.37309748,49.95346069,7,9
2069,Yeni tikili,58,var,var,2,?n?aatç?lar m.,Yasamal r.,5361852,196000,vasit?çi (agent),var,https://bina.az/items/5361852,40.38721417,49.80565503,18,19
2070,Yeni tikili,60,yoxdur,var,2,N?riman N?rimanov m.,N?rimanov r.,5379613,185000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379613,40.39806685,49.86563038,8,14
2071,Yeni tikili,100,yoxdur,var,3,Memar ?c?mi m.,Bin?q?di r.,5379609,189000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379609,40.41853259,49.81130383,7,16
2072,Yeni tikili,80,var,var,2,?hm?dli m.,X?tai r.,5334413,198000,vasit?çi (agent),Yoxdur,https://bina.az/items/5334413,40.38525882,49.95384693,5,16
2073,Köhn? tikili,110,var,yoxdur,4,Ukrayna dair?si,H?zi Aslanov m.,5379600,185000,vasit?çi (agent),var,https://bina.az/items/5379600,40.37844654,49.9518314,6,9
2074,Yeni tikili,65,var,var,2,Nizami r.,8-ci kilometr q.,5357975,165000,vasit?çi (agent),var,https://bina.az/items/5357975,40.40123359,49.93841887,5,17
2075,Yeni tikili,143,yoxdur,var,3,['N?simi r.'],Yoxdur,5379585,192000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379585,40.41288618,49.80223301,20,23
2076,Yeni tikili,78,var,var,2,H?zi Aslanov m.,?hm?dli m.,5379582,177000,vasit?çi (agent),var,https://bina.az/items/5379582,40.37868666,49.95969273,5,16
2077,Köhn? tikili,75,var,var,3,H?zi Aslanov m.,X?tai r.,5379580,165000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379580,40.37267414,49.95228325,5,5
2078,Yeni tikili,54,var,var,2,?n?aatç?lar m.,Yasamal r.,5379576,165000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379576,40.39033014,49.79424522,8,10
2079,Yeni tikili,58,var,var,2,Memar ?c?mi m.,20 Yanvar m.,5314596,199000,vasit?çi (agent),Yoxdur,https://bina.az/items/5314596,40.41062058,49.81355667,8,18
2080,Köhn? tikili,60,var,var,3,Yasamal bazar?,ASAN Xidm?t ?3,5379563,189000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379563,40.38028159,49.80459775,3,5
2081,Köhn? tikili,50,var,var,2,S?bail r.,Bay?l q.,5316193,173000,vasit?çi (agent),Yoxdur,https://bina.az/items/5316193,40.34416848,49.84061644,4,5
2082,Yeni tikili,63,var,var,2,D?rn?gül m.,Bin?q?di r.,5379557,171000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379557,40.42497985,49.8619478,5,17
2083,Köhn? tikili,70,var,var,2,Z?rif? ?liyeva ad?na park,N?simi m.,5379551,160000,vasit?çi (agent),var,https://bina.az/items/5379551,40.42380136,49.82263842,7,9
2084,Yeni tikili,46,yoxdur,yoxdur,1,Sabunçu r.,Nardaran q.,5220813,169500,vasit?çi (agent),Yoxdur,https://bina.az/items/5220813,40.58393695,49.95758865,3,7
2085,Köhn? tikili,80,var,var,3,?nc?s?n?t v? M?d?niyy?t Un.,Dövl?t Statistika Komit?si,5318391,187000,vasit?çi (agent),Yoxdur,https://bina.az/items/5318391,40.38047254,49.81980103,4,4
2086,Köhn? tikili,105,var,var,4,Nizami r.,8-ci kilometr q.,5343069,188000,vasit?çi (agent),var,https://bina.az/items/5343069,40.4086616,49.95759771,8,9
2087,Köhn? tikili,70,var,var,3,X?tai r.,?hm?dli q.,5373452,183000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5373452,40.37705617,49.96787825,2,9
2088,Köhn? tikili,68,var,var,3,Elml?r Akademiyas? m.,Yasamal r.,5303489,195000,vasit?çi (agent),Yoxdur,https://bina.az/items/5303489,40.38253798,49.81473065,4,5
2089,Yeni tikili,94,var,var,2,H?zi Aslanov m.,X?tai r.,5379506,187000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379506,40.37138067,49.95241152,15,17
2090,Köhn? tikili,120,var,var,5,['Nizami r.'],Yoxdur,5379493,200000,vasit?çi (agent),var,https://bina.az/items/5379493,40.4086351,49.95647192,6,9
2091,Yeni tikili,69,var,var,2,Bin?q?di r.,Bil?c?ri q.,5264499,170000,vasit?çi (agent),Yoxdur,https://bina.az/items/5264499,40.4317263,49.78729248,6,15
2092,Yeni tikili,93,var,yoxdur,2,Suraxan? r.,Yeni Gün??li q.,5379488,195000,mülkiyy?tçi,var,https://bina.az/items/5379488,40.38171954,49.97768145,9,12
2093,Köhn? tikili,80,var,var,3,H?zi Aslanov m.,X?tai r.,5379480,172000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379480,40.36868725,49.95445183,6,9
2094,Yeni tikili,88,var,var,3,Yasamal r.,Yasamal q.,5379476,186000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5379476,40.37289916,49.79981339,5,9
2095,Yeni tikili,71,var,var,3,Yasamal bazar?,?n?aatç?lar m.,5346023,179000,vasit?çi (agent),Yoxdur,https://bina.az/items/5346023,40.38395236,49.80549057,17,17
2096,Yeni tikili,90,var,var,3,Azadl?q Prospekti m.,Bin?q?di r.,5379477,183000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379477,40.43340193,49.84342323,2,13
2097,Köhn? tikili,90,var,var,3,Memar ?c?mi m.,Bin?q?di r.,5225700,187000,vasit?çi (agent),var,https://bina.az/items/5225700,40.42110199,49.81447227,4,9
2098,Köhn? tikili,85,var,var,3,Memar ?c?mi m.,Bin?q?di r.,5224888,190000,vasit?çi (agent),var,https://bina.az/items/5224888,40.41677714,49.80535317,8,9
2099,Yeni tikili,90,var,var,2,Azadl?q Prospekti m.,D?rn?gül m.,5371270,191000,vasit?çi (agent),var,https://bina.az/items/5371270,40.4256365,49.85182974,8,19
2100,Yeni tikili,67,var,var,2,Azadl?q Prospekti m.,D?rn?gül m.,5368550,193000,vasit?çi (agent),var,https://bina.az/items/5368550,40.42589785,49.85182974,11,18
2101,Yeni tikili,85,var,var,3,H?zi Aslanov m.,X?tai r.,5379469,175000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379469,40.3691773,49.95458408,8,9
2102,Yeni tikili,50,var,var,2,Azadl?q Prospekti m.,D?rn?gül m.,4983315,164000,vasit?çi (agent),var,https://bina.az/items/4983315,40.42574961,49.85187755,4,17
2103,Köhn? tikili,100,var,var,4,?hm?dli m.,X?tai r.,5372165,179000,vasit?çi (agent),var,https://bina.az/items/5372165,40.38332354,49.9579595,1,9
2104,Köhn? tikili,52,var,var,2,Neftçi bazas?,D?M,5379459,175000,mülkiyy?tçi,var,https://bina.az/items/5379459,40.40187675,49.83938292,8,9
2105,Yeni tikili,48,var,var,2,20 Yanvar m.,Yasamal r.,5303756,172000,vasit?çi (agent),var,https://bina.az/items/5303756,40.40373634,49.80739543,8,18
2106,Köhn? tikili,85,var,var,3,?hm?dli m.,X?tai r.,5296351,174000,vasit?çi (agent),var,https://bina.az/items/5296351,40.38629564,49.95772281,8,9
2107,Yeni tikili,70,var,var,2,Azadl?q Prospekti m.,D?rn?gül m.,5052552,195000,vasit?çi (agent),var,https://bina.az/items/5052552,40.42570184,49.85182974,10,12
2108,Yeni tikili,65,var,var,1,?n?aatç?lar m.,Yasamal r.,5067540,164000,vasit?çi (agent),var,https://bina.az/items/5067540,40.38907489,49.80231322,4,17
2109,Yeni tikili,70,var,var,3,Azadl?q Prospekti m.,D?rn?gül m.,5273104,195000,vasit?çi (agent),var,https://bina.az/items/5273104,40.42570184,49.85225889,9,18
2110,Yeni tikili,60,var,var,2,Azadl?q Prospekti m.,D?rn?gül m.,4994411,171000,vasit?çi (agent),var,https://bina.az/items/4994411,40.42570184,49.85191557,5,17
2111,Yeni tikili,85,var,var,2,Azadl?q Prospekti m.,D?rn?gül m.,5087037,195000,vasit?çi (agent),var,https://bina.az/items/5087037,40.42557116,49.8520014,10,17
2112,Köhn? tikili,80,var,var,3,G?nclik m.,Respublika stadionu,5361163,195000,vasit?çi (agent),Yoxdur,https://bina.az/items/5361163,40.40332163,49.8546773,5,5
2113,Yeni tikili,82,var,var,2,Azadl?q Prospekti m.,D?rn?gül m.,5306469,190000,vasit?çi (agent),var,https://bina.az/items/5306469,40.42583251,49.85225889,3,17
2114,Köhn? tikili,55,var,var,2,N?rimanov heyk?li,Sovetski,5379436,168000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379436,40.36907488,49.82206272,5,5
2115,Yeni tikili,96,yoxdur,yoxdur,3,Bin?q?di r.,7-ci mikrorayon q.,4965982,193320,Ya?ay?? Kompleksi,var,https://bina.az/items/4965982,40.43263365,49.86122119,5,14
2116,Yeni tikili,76,yoxdur,yoxdur,2,Qara Qarayev m.,Nizami r.,5379434,185000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379434,40.41812979,49.93399827,7,17
2117,Yeni tikili,90,var,var,2,Yeni Yasamal q.,Yasamal r.,5379431,187000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379431,40.38634013,49.78755419,16,18
2118,Yeni tikili,95,yoxdur,var,2,['Yasamal r.'],Yoxdur,4621095,165000,vasit?çi (agent),Yoxdur,https://bina.az/items/4621095,40.41254476,49.7997009,21,22
2119,Yeni tikili,63,yoxdur,yoxdur,2,Dövl?t Statistika Komit?si,?nc?s?n?t v? M?d?niyy?t Un.,5379421,185000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379421,40.3840225,49.82032133,10,12
2120,Köhn? tikili,80,var,var,3,?hm?dli m.,X?tai r.,5379419,163000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379419,40.38677639,49.95657891,9,19
2121,Yeni tikili,56,var,var,2,T?hsil Nazirliyi,??rq bazar?,5369605,186000,vasit?çi (agent),var,https://bina.az/items/5369605,40.38943804,49.85785798,4,16
2122,Yeni tikili,80,var,var,3,ASAN Xidm?t ?3,Yasamal r.,5236721,188000,vasit?çi (agent),var,https://bina.az/items/5236721,40.37616646,49.80225887,5,9
2123,Yeni tikili,86,var,var,2,H?zi Aslanov m.,X?tai r.,5295596,193000,vasit?çi (agent),var,https://bina.az/items/5295596,40.37309748,49.95346069,13,18
2124,Köhn? tikili,75,var,var,3,?n?aatç?lar m.,Yasamal r.,5359830,192000,vasit?çi (agent),Yoxdur,https://bina.az/items/5359830,40.39199136,49.80556177,4,5
2125,Yeni tikili,67,var,var,2,D?rn?gül m.,Bin?q?di r.,5370022,192000,vasit?çi (agent),var,https://bina.az/items/5370022,40.4248293,49.8559258,12,17
2126,Yeni tikili,68,var,var,2,Bin?q?di r.,7-ci mikrorayon q.,5317502,170000,vasit?çi (agent),Yoxdur,https://bina.az/items/5317502,40.4308307,49.85586378,6,17
2127,Yeni tikili,95,var,var,2,['Yasamal r.'],Yoxdur,4885336,186000,vasit?çi (agent),var,https://bina.az/items/4885336,40.41124247,49.79972529,11,19
2128,Yeni tikili,54,var,var,2,Rusiya s?firliyi,Sevil Qaz?yeva park?,5377257,195000,vasit?çi (agent),var,https://bina.az/items/5377257,40.38633544,49.83339407,4,16
2129,Yeni tikili,97,var,var,3,?n?aatç?lar m.,Yasamal r.,4232139,175000,mülkiyy?tçi,var,https://bina.az/items/4232139,40.394,49.795,2,12
2130,Yeni tikili,62,var,var,2,Neftçil?r m.,Nizami r.,5379392,165000,vasit?çi (agent),var,https://bina.az/items/5379392,40.41235567,49.9465818,4,13
2131,Köhn? tikili,60,var,var,3,Xalqlar Dostlu?u m.,?hm?dli m.,5351053,165000,vasit?çi (agent),var,https://bina.az/items/5351053,40.39295281,49.9547037,8,9
2132,Köhn? tikili,85,var,var,3,?hm?dli m.,X?tai r.,5379390,170000,vasit?çi (agent),var,https://bina.az/items/5379390,40.38977045,49.96290627,5,9
2133,Yeni tikili,80,var,var,3,?n?aatç?lar m.,Yasamal r.,5317221,168000,vasit?çi (agent),var,https://bina.az/items/5317221,40.394,49.795,8,18
2134,Yeni tikili,56,yoxdur,var,2,Yasamal r.,Yasamal q.,5379384,162000,vasit?çi (agent),Yoxdur,https://bina.az/items/5379384,40.36789864,49.79643131,6,16
2135,Yeni tikili,71,var,var,3,Yasamal bazar?,?n?aatç?lar m.,5152490,179000,vasit?çi (agent),var,https://bina.az/items/5152490,40.38416733,49.80367103,17,17
